City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Naze,28.3667,129.4833,56.32,58,82,12.44,JP,2022-01-19 23:58:31
353,Soskovo,52.7475,35.3828,17.13,96,90,10.2,RU,2022-01-19 23:58:32
354,Dubuque,42.4833,-90.8668,8.62,59,100,15.46,US,2022-01-19 23:58:32
355,Yur’yevets,57.3201,43.1041,15.24,89,99,14.16,RU,2022-01-19 23:58:32
356,Mādhogarh,26.276,79.1869,49.55,48,14,0.67,IN,2022-01-19 23:58:32
357,Pauini,-7.7136,-66.9764,75.88,92,100,0.89,BR,2022-01-19 23:58:33
358,Benjamín Aceval,-24.9667,-57.5667,98.74,29,82,2.55,PY,2022-01-19 23:58:33
359,Krasnyy,54.5678,31.4333,29.19,97,100,12.17,RU,2022-01-19 23:58:33
360,Longyearbyen,78.2186,15.6401,17.44,86,100,6.91,SJ,2022-01-19 23:58:33
361,Fray Bentos,-33.1325,-58.2956,76.24,82,67,5.66,UY,2022-01-19 23:58:34
362,Kakching,24.4833,93.9833,44.94,95,14,0.56,IN,2022-01-19 23:58:34
363,Ponta do Sol,17.1994,-25.0919,71.38,68,80,5.28,CV,2022-01-19 23:58:34
364,Uvira,-3.4067,29.1458,71.98,85,100,1.88,CD,2022-01-19 23:58:34
365,Jangaon,17.7167,79.1833,63.84,65,45,2.77,IN,2022-01-19 23:58:34
366,Haines Junction,60.7522,-137.5108,1.35,85,100,1.14,CA,2022-01-19 23:58:35
367,Tugolesskiy Bor,55.5505,39.8242,16.5,94,98,9.75,RU,2022-01-19 23:58:35
368,Anadyr,64.75,177.4833,-32.01,66,0,4.0,RU,2022-01-19 23:58:35
369,Tortolì,39.9256,9.6572,45.99,66,0,5.48,IT,2022-01-19 23:58:35
370,Aykhal,66.0,111.5,-3.59,94,100,11.59,RU,2022-01-19 23:59:36
371,Dejen,10.1667,38.1333,55.49,61,84,2.17,ET,2022-01-19 23:59:36
372,Hurghada,27.2574,33.8129,53.64,66,0,11.5,EG,2022-01-19 23:59:36
373,Tres Arroyos,-38.3739,-60.2798,70.09,70,91,15.68,AR,2022-01-19 23:59:36
374,Marabu,4.4148,114.0089,75.34,100,40,5.75,MY,2022-01-19 23:59:37
375,Asmara,15.3333,38.9333,49.1,90,53,3.22,ER,2022-01-19 23:59:37
376,Zomin,39.9606,68.3958,32.86,84,65,3.8,UZ,2022-01-19 23:59:37
377,Poyarkovo,49.6,128.6833,-29.61,100,61,3.49,RU,2022-01-19 23:59:37
378,Tsimmerbude,54.675,20.1347,37.45,88,100,23.51,RU,2022-01-19 23:59:38
379,Malm,64.0721,11.2172,32.79,62,74,25.55,NO,2022-01-19 23:59:38
380,Tommot,58.9564,126.2925,-23.42,97,92,1.25,RU,2022-01-19 23:59:38
381,San Rafael,-34.6177,-68.3301,72.77,36,0,9.15,AR,2022-01-19 23:59:38
382,Sur,22.5667,59.5289,72.97,72,0,6.15,OM,2022-01-19 23:59:39
383,Pangnirtung,66.1451,-65.7125,-16.6,76,75,11.5,CA,2022-01-19 23:59:39
384,Oranjemund,-28.55,16.4333,66.79,79,30,5.97,NA,2022-01-19 23:59:39
385,Popondetta,-8.7537,148.2534,86.7,64,98,3.0,PG,2022-01-19 23:59:39
386,Houma,29.5958,-90.7195,69.8,84,100,6.87,US,2022-01-19 23:57:00
387,Mogadishu,2.0371,45.3438,77.76,81,26,16.13,SO,2022-01-19 23:59:19
388,Kirksville,40.1948,-92.5833,12.11,67,100,8.99,US,2022-01-19 23:59:39
389,Tacuarembó,-31.7333,-55.9833,80.44,74,35,5.82,UY,2022-01-19 23:59:40
390,Nioro,13.7912,-15.0494,79.21,13,20,8.66,GM,2022-01-19 23:59:40
391,Kavieng,-2.5744,150.7967,80.17,87,100,15.03,PG,2022-01-19 23:59:40
392,Biloela,-24.4167,150.5,86.94,44,62,13.02,AU,2022-01-19 23:59:40
393,New Castle,41.0037,-80.347,43.88,87,100,8.7,US,2022-01-19 23:59:41
394,Brazzaville,-4.2658,15.2832,77.31,94,100,5.75,CG,2022-01-19 23:59:41
395,Kayes,14.0,-11.0,78.03,11,0,7.07,ML,2022-01-19 23:59:41
396,Waingapu,-9.6567,120.2641,79.77,78,100,5.66,ID,2022-01-19 23:59:41
397,Yelat'ma,54.9675,41.7508,11.55,89,92,8.08,RU,2022-01-19 23:59:42
398,Rawson,-43.3002,-65.1023,57.49,88,75,4.61,AR,2022-01-19 23:59:42
399,Kumul,42.8,93.45,25.36,42,59,3.98,CN,2022-01-19 23:59:42
400,Phaltan,17.9833,74.4333,64.85,45,75,3.2,IN,2022-01-19 23:59:43
401,Geraldton,-28.7667,114.6,91.81,15,0,11.5,AU,2022-01-19 23:58:02
402,Lower Hutt,-41.2167,174.9167,64.31,74,100,19.57,NZ,2022-01-19 23:59:43
403,Vardø,70.3705,31.1107,25.0,70,59,16.78,NO,2022-01-19 23:59:43
404,Topaowan,30.67,112.6895,40.78,77,38,7.29,CN,2022-01-19 23:59:43
405,Artyom,40.4723,50.333,41.14,67,82,19.66,AZ,2022-01-19 23:59:44
406,Kikwit,-5.041,18.8162,69.26,96,100,0.94,CD,2022-01-19 23:59:44
407,Huicungo,-7.2833,-76.8,75.6,85,98,2.55,PE,2022-01-19 23:59:44
408,Chapleau,47.8405,-83.4034,-9.31,77,40,4.61,CA,2022-01-19 23:59:44
409,Keuruu,62.2667,24.7,35.78,98,100,7.47,FI,2022-01-19 23:59:45
410,Shirokiy,49.758,129.523,-29.06,100,62,3.56,RU,2022-01-19 23:59:45
411,Kupang,-10.1667,123.5833,73.98,100,100,1.14,ID,2022-01-19 23:59:27
412,Gravdal,68.1214,13.5031,30.25,68,99,30.51,NO,2022-01-19 23:59:45
